*SOM C DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      APR 22, 2019; 09:45:14
                                                                                
*RUN   1        : Sim1                      MZCER046 UINT1601    1              
 MODEL          : MZCER046 - Maize                                              
 EXPERIMENT     : UINT1601 MZ N TRACK                                           
 DATA PATH      :                                                               
 TREATMENT  1   : Sim1                      MZCER046                            
  
!                                                                                                                                                                                                                                                                                                                                                                                                                                                  Cumul.
!               <---- SOM C in top layers ----> <- SOM + LIT C in top layers -> <------------ Total Soil Organic Carbon (SOM + LIT) ------------> <--------- Active Soil Organic Carbon (SOM1) ---------> <---- Intermediate Soil Organic C (SOM2) -----> <------- Passive Soil Organic C (SOM3) -------> <------------------ Litter Carbon --------------------> <-------------- Metabolic Litter Carbon --------------> <------------- Structural Litter Carbon -------------->  Resid.  <-Accum. CO2->
!               20cm-kg  20cm-% 40cm-kg  40cm-% 20cm-kg  20cm-% 40cm-kg  40cm-%     Total Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150    Soil     0-5    5-15   15-30   30-45  45-150    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 Surface    Soil     0-5    5-15   15-30   30-45  45-150 (kg/ha) Surface    Soil
@YEAR DOY   DAS  SCS20D  SC%20D  SCS40D  SC%40D  SLC20D  SL%20D  SLC40D  SL%40D      SOCD    SC0D    SCTD    SC1D    SC2D    SC3D    SC4D   SC5+D   S1C0D   S1CTD   S1C1D   S1C2D   S1C3D   S1C4D  S1C5+D   S2CTD   S2C1D   S2C2D   S2C3D   S2C4D  S2C5+D   S3CTD   S3C1D   S3C2D   S3C3D   S3C4D  S3C5+D    LC0D    LCTD    LC1D    LC2D    LC3D    LC4D   LC5+D   MEC0D   MECTD   MEC1D   MEC2D   MEC3D   MEC4D  MEC5+D   STC0D   STCTD   STC1D   STC2D   STC3D   STC4D  STC5+D    RESC   CO20C   CO2SC
 2017 096   147   26499   0.945   10979   0.388   27604   0.984   10979   0.388     64180       0   64180    8543   15417   10932    5537   23751       0     417     129     249      11       5      23    1226     165     296     208     105     453   61432    7888   14129   10713    5426   23276       0    1105     362     743       0       0       0       0     629     203     425       0       0       0       0     476     158     318       0       0       0       0       0     499
 2017 097   148   26502   0.945   10979   0.388   27601   0.984   10979   0.388     64176       0   64176    8542   15415   10932    5537   23751       0     419     130     250      11       5      23    1227     165     296     208     105     453   61432    7888   14129   10713    5426   23276       0    1099     360     739       0       0       0       0     623     202     422       0       0       0       0     476     158     318       0       0       0       0       0     502
 2017 098   149   26504   0.945   10979   0.388   27597   0.984   10979   0.388     64173       0   64173    8540   15413   10932    5537   23751       0     421     130     252      11       5      23    1227     165     296     208     105     453   61432    7888   14129   10713    5426   23276       0    1093     358     736       0       0       0       0     618     200     418       0       0       0       0     475     158     317       0       0       0       0       0     506
 2017 099   150   26506   0.945   10979   0.388   27594   0.984   10979   0.388     64170       0   64170    8539   15411   10932    5537   23751       0     423     131     253      11       5      23    1228     165     297     208     105     453   61431    7887   14129   10713    5426   23276       0    1088     356     732       0       0       0       0     613     198     415       0       0       0       0     475     158     317       0       0       0       0       0     509
 2017 100   151   26509   0.945   10979   0.388   27590   0.984   10979   0.388     64166       0   64166    8538   15408   10932    5537   23751       0     425     132     254      11       5      23    1228     165     297     208     105     453   61431    7887   14129   10713    5426   23276       0    1081     353     728       0       0       0       0     607     196     411       0       0       0       0     475     158     317       0       0       0       0       0     513
 2017 101   152   26513   0.945   10979   0.388   27586   0.983   10979   0.388     64161       0   64161    8536   15406   10932    5537   23751       0     427     133     256      11       5      23    1229     166     297     208     105     453   61431    7887   14129   10713    5426   23275       0    1073     350     723       0       0       0       0     599     193     407       0       0       0       0     474     158     317       0       0       0       0       0     517
 2017 102   153   26516   0.945   10979   0.388   27581   0.983   10979   0.388     64156       0   64156    8535   15402   10932    5537   23751       0     430     134     258      11       5      23    1230     166     298     208     105     453   61431    7887   14129   10713    5426   23275       0    1064     348     717       0       0       0       0     591     190     401       0       0       0       0     474     157     316       0       0       0       0       0     523
 2017 103   154   26521   0.945   10979   0.388   27575   0.983   10979   0.388     64150       0   64150    8533   15398   10932    5537   23750       0     434     135     261      11       5      23    1231     166     299     208     105     453   61431    7887   14129   10713    5426   23275       0    1054     344     710       0       0       0       0     581     187     394       0       0       0       0     473     157     316       0       0       0       0       0     529
 2017 104   155   26525   0.946   10979   0.388   27568   0.983   10979   0.388     64143       0   64143    8531   15394   10932    5537   23750       0     438     136     263      11       5      23    1232     167     299     208     105     453   61431    7887   14129   10713    5426   23275       0    1043     341     702       0       0       0       0     571     184     387       0       0       0       0     472     157     315       0       0       0       0       0     535
 2017 105   156   26529   0.946   10979   0.388   27563   0.983   10979   0.388     64138       0   64138    8529   15390   10932    5537   23750       0     441     137     265      11       5      23    1233     167     300     208     105     453   61430    7887   14129   10713    5426   23275       0    1034     338     696       0       0       0       0     562     181     381       0       0       0       0     472     157     315       0       0       0       0       0     541
 2017 106   157   26534   0.946   10979   0.388   27557   0.982   10979   0.388     64132       0   64132    8527   15387   10932    5537   23750       0     444     138     267      11       5      23    1234     167     301     208     105     453   61430    7887   14129   10713    5426   23275       0    1024     334     690       0       0       0       0     553     177     375       0       0       0       0     471     156     314       0       0       0       0       0     547
 2017 107   158   26537   0.946   10979   0.388   27552   0.982   10979   0.388     64127       0   64127    8525   15383   10932    5537   23750       0     447     139     269      11       5      22    1235     168     301     208     105     453   61430    7887   14129   10713    5426   23275       0    1015     331     684       0       0       0       0     545     175     370       0       0       0       0     470     156     314       0       0       0       0       0     552
 2017 108   159   26541   0.946   10979   0.388   27547   0.982   10979   0.388     64121       0   64121    8523   15380   10932    5537   23750       0     450     140     271      11       5      22    1236     168     302     208     105     453   61430    7887   14129   10713    5426   23275       0    1006     328     678       0       0       0       0     536     171     364       0       0       0       0     470     156     314       0       0       0       0       0     557
 2017 109   160   26546   0.946   10979   0.388   27540   0.982   10979   0.388     64114       0   64114    8520   15376   10932    5537   23750       0     454     141     274      11       5      22    1238     169     303     208     105     453   61429    7887   14129   10713    5426   23275       0     994     323     671       0       0       0       0     525     167     357       0       0       0       0     469     156     313       0       0       0       0       0     564
 2017 110   161   26552   0.947   10979   0.388   27532   0.982   10979   0.388     64106       0   64106    8517   15371   10932    5537   23750       0     458     143     276      11       5      22    1239     169     304     208     105     453   61429    7887   14129   10713    5426   23275       0     980     318     662       0       0       0       0     512     162     349       0       0       0       0     468     155     313       0       0       0       0       0     572
 2017 111   162   26559   0.947   10979   0.388   27523   0.981   10979   0.388     64096       0   64096    8514   15365   10932    5536   23750       0     463     145     279      11       5      22    1241     170     305     208     105     453   61429    7887   14129   10713    5426   23274       0     964     312     652       0       0       0       0     497     157     340       0       0       0       0     467     155     312       0       0       0       0       0     582
 2017 112   163   26564   0.947   10979   0.388   27515   0.981   10979   0.388     64089       0   64089    8512   15360   10932    5536   23749       0     467     146     282      11       5      22    1243     171     306     208     105     453   61428    7887   14128   10713    5426   23274       0     951     308     643       0       0       0       0     485     153     332       0       0       0       0     466     155     311       0       0       0       0       0     590
 2017 113   164   26569   0.947   10979   0.388   27508   0.981   10979   0.388     64082       0   64082    8509   15355   10932    5536   23749       0     470     147     285      11       5      22    1244     171     307     208     105     453   61428    7887   14128   10713    5426   23274       0     939     304     635       0       0       0       0     474     150     324       0       0       0       0     465     154     311       0       0       0       0       0     597
 2017 114   165   26574   0.947   10979   0.388   27501   0.980   10979   0.388     64075       0   64075    8507   15350   10932    5536   23749       0     474     148     287      11       5      22    1246     172     308     208     105     453   61428    7887   14128   10713    5426   23274       0     927     300     627       0       0       0       0     463     146     317       0       0       0       0     464     154     310       0       0       0       0       0     604
 2017 115   166   26579   0.948   10979   0.388   27495   0.980   10979   0.388     64068       0   64068    8505   15346   10932    5536   23749       0     477     149     289      11       5      22    1247     172     309     208     105     453   61428    7887   14128   10713    5426   23274       0     916     297     620       0       0       0       0     453     143     310       0       0       0       0     463     154     310       0       0       0       0       0     610
 2017 116   167   26583   0.948   10979   0.388   27489   0.980   10979   0.388     64062       0   64062    8503   15342   10932    5536   23749       0     480     150     291      11       5      22    1249     173     310     208     105     453   61427    7887   14128   10713    5426   23274       0     906     293     613       0       0       0       0     443     139     304       0       0       0       0     462     153     309       0       0       0       0       0     617
 2017 117   168   26588   0.948   10979   0.388   27482   0.980   10979   0.388     64055       0   64055    8501   15337   10931    5536   23749       0     483     151     294      11       5      22    1250     173     311     208     105     453   61427    7887   14128   10713    5426   23274       0     894     289     605       0       0       0       0     433     136     297       0       0       0       0     462     153     308       0       0       0       0       0     624
 2017 118   169   26593   0.948   10978   0.388   27475   0.980   10978   0.388     64048       0   64048    8499   15332   10931    5536   23749       0     487     152     296      11       5      22    1252     174     312     208     105     453   61427    7887   14128   10713    5426   23274       0     882     286     596       0       0       0       0     422     133     288       0       0       0       0     461     153     308       0       0       0       0       0     631
 2017 119   170   26596   0.948   10978   0.388   27470   0.979   10978   0.388     64043       0   64043    8497   15329   10931    5536   23749       0     489     153     298      11       5      22    1253     174     313     208     105     453   61427    7887   14128   10713    5426   23274       0     874     283     591       0       0       0       0     414     131     283       0       0       0       0     460     153     307       0       0       0       0       0     636
 2017 120   171   26599   0.948   10978   0.388   27465   0.979   10978   0.388     64038       0   64038    8496   15326   10931    5536   23749       0     491     154     299      11       5      22    1255     175     314     208     105     453   61426    7887   14128   10713    5425   23274       0     866     281     586       0       0       0       0     407     128     279       0       0       0       0     459     152     307       0       0       0       0       0     641
 2017 121   172   26602   0.948   10978   0.388   27461   0.979   10978   0.388     64033       0   64033    8494   15323   10931    5536   23749       0     493     154     300      11       5      22    1256     175     314     208     105     453   61426    7887   14128   10712    5425   23273       0     858     278     581       0       0       0       0     400     126     274       0       0       0       0     459     152     306       0       0       0       0       0     645
 2017 122   173   26605   0.948   10978   0.388   27458   0.979   10978   0.388     64030       0   64030    8493   15321   10931    5536   23748       0     494     155     301      11       5      22    1257     175     315     208     105     453   61426    7887   14128   10712    5425   23273       0     853     276     577       0       0       0       0     395     124     271       0       0       0       0     458     152     306       0       0       0       0       0     649
 2017 123   174   26606   0.949   10978   0.388   27455   0.979   10978   0.388     64027       0   64027    8492   15320   10931    5536   23748       0     495     155     302      11       5      22    1257     176     315     208     105     453   61426    7887   14128   10712    5425   23273       0     849     275     574       0       0       0       0     391     123     268       0       0       0       0     458     152     306       0       0       0       0       0     651
 2017 124   175   26608   0.949   10978   0.388   27453   0.979   10978   0.388     64025       0   64025    8491   15318   10931    5536   23748       0     496     155     303      11       5      22    1258     176     316     208     105     453   61426    7887   14128   10712    5425   23273       0     845     273     572       0       0       0       0     388     122     266       0       0       0       0     457     152     306       0       0       0       0       0     653
 2017 125   176   26609   0.949   10978   0.388   27451   0.979   10978   0.388     64023       0   64023    8491   15317   10931    5536   23748       0     497     156     303      11       5      22    1258     176     316     208     105     453   61426    7887   14128   10712    5425   23273       0     842     272     569       0       0       0       0     384     121     264       0       0       0       0     457     152     306       0       0       0       0       0     656
 2017 126   177   26611   0.949   10978   0.388   27448   0.979   10978   0.388     64020       0   64020    8490   15315   10931    5536   23748       0     498     156     304      11       5      22    1259     176     316     208     105     453   61425    7887   14128   10712    5425   23273       0     837     271     567       0       0       0       0     381     119     261       0       0       0       0     457     151     305       0       0       0       0       0     658
 2017 127   178   26613   0.949   10978   0.388   27445   0.978   10978   0.388     64017       0   64017    8489   15313   10931    5536   23748       0     500     156     305      11       5      22    1260     177     317     208     105     453   61425    7887   14128   10712    5425   23273       0     832     269     563       0       0       0       0     376     118     258       0       0       0       0     456     151     305       0       0       0       0       0     661
 2017 128   179   26615   0.949   10978   0.388   27443   0.978   10978   0.388     64014       0   64014    8488   15311   10931    5536   23748       0     501     157     306      11       5      22    1261     177     317     208     105     453   61425    7887   14128   10712    5425   23273       0     828     267     561       0       0       0       0     372     116     256       0       0       0       0     456     151     305       0       0       0       0       0     664
 2017 129   180   26617   0.949   10978   0.388   27440   0.978   10978   0.388     64011       0   64011    8487   15309   10931    5536   23748       0     502     157     306      11       5      22    1262     177     318     208     105     453   61425    7887   14128   10712    5425   23273       0     823     266     557       0       0       0       0     367     115     253       0       0       0       0     455     151     304       0       0       0       0       0     667
 2017 130   181   26619   0.949   10978   0.388   27436   0.978   10978   0.388     64008       0   64008    8485   15307   10931    5536   23748       0     503     158     307      11       5      22    1263     178     319     208     105     453   61425    7887   14128   10712    5425   23273       0     817     263     553       0       0       0       0     362     113     249       0       0       0       0     455     151     304       0       0       0       0       0     671
 2017 131   182   26621   0.949   10978   0.388   27433   0.978   10978   0.388     64004       0   64004    8484   15305   10931    5536   23748       0     505     158     308      11       5      22    1264     178     319     208     105     453   61425    7887   14128   10712    5425   23273       0     812     262     550       0       0       0       0     357     111     246       0       0       0       0     454     151     304       0       0       0       0       0     674
 2017 132   183   26624   0.949   10978   0.388   27430   0.978   10978   0.388     64001       0   64001    8483   15303   10931    5536   23748       0     506     159     309      11       5      22    1265     178     320     208     105     453   61424    7887   14128   10712    5425   23273       0     806     259     546       0       0       0       0     352     109     243       0       0       0       0     454     150     303       0       0       0       0       0     678
 2017 133   184   26626   0.949   10978   0.388   27426   0.978   10978   0.388     63998       0   63998    8482   15301   10931    5536   23748       0     507     159     310      11       5      22    1266     179     320     208     105     453   61424    7887   14128   10712    5425   23273       0     800     258     543       0       0       0       0     347     107     240       0       0       0       0     453     150     303       0       0       0       0       0     681
 2017 134   185   26629   0.949   10978   0.388   27423   0.978   10978   0.388     63994       0   63994    8481   15298   10931    5536   23748       0     509     159     311      11       5      22    1267     179     321     208     105     453   61424    7887   14128   10712    5425   23273       0     794     255     539       0       0       0       0     341     105     236       0       0       0       0     453     150     303       0       0       0       0       0     685
 2017 135   186   26632   0.949   10978   0.388   27418   0.977   10978   0.388     63989       0   63989    8479   15296   10931    5536   23748       0     510     160     312      11       5      22    1268     180     322     208     105     453   61424    7886   14127   10712    5425   23272       0     786     253     534       0       0       0       0     335     103     232       0       0       0       0     452     150     302       0       0       0       0       0     690
 2017 136   187   26635   0.950   10978   0.388   27412   0.977   10978   0.388     63983       0   63983    8477   15292   10931    5536   23747       0     512     161     313      11       5      22    1270     181     323     208     105     453   61423    7886   14127   10712    5425   23272       0     777     249     528       0       0       0       0     326     100     226       0       0       0       0     451     149     302       0       0       0       0       0     696
 2017 137   188   26640   0.950   10978   0.388   27406   0.977   10978   0.388     63976       0   63976    8474   15288   10931    5536   23747       0     515     161     315      11       5      22    1272     181     324     208     105     453   61423    7886   14127   10712    5425   23272       0     766     245     521       0       0       0       0     316      96     220       0       0       0       0     450     149     301       0       0       0       0       0     702
 2017 138   189   26645   0.950   10978   0.388   27398   0.977   10978   0.388     63968       0   63968    8472   15283   10931    5536   23747       0     517     162     317      11       5      22    1275     182     326     208     105     453   61423    7886   14127   10712    5425   23272       0     753     241     512       0       0       0       0     305      93     212       0       0       0       0     448     148     300       0       0       0       0       0     710
 2017 139   190   26650   0.950   10978   0.388   27389   0.976   10978   0.388     63959       0   63959    8469   15276   10931    5536   23747       0     520     163     319      11       5      22    1278     183     328     208     105     453   61422    7886   14127   10712    5425   23272       0     739     237     502       0       0       0       0     292      89     203       0       0       0       0     447     148     299       0       0       0       0       0     719
 2017 140   191   26657   0.950   10978   0.388   27379   0.976   10978   0.388     63949       0   63949    8466   15270   10931    5536   23747       0     523     164     321      11       5      22    1282     185     331     208     105     453   61422    7886   14127   10712    5425   23272       0     722     232     491       0       0       0       0     277      84     193       0       0       0       0     445     147     298       0       0       0       0       0     730
 2017 141   192   26663   0.951   10978   0.388   27370   0.976   10978   0.388     63939       0   63939    8463   15263   10930    5536   23747       0     526     164     323      11       5      22    1285     186     333     208     105     453   61421    7886   14127   10712    5425   23272       0     707     227     480       0       0       0       0     264      80     183       0       0       0       0     443     147     297       0       0       0       0       0     739
 2017 142   193   26667   0.951   10977   0.388   27364   0.976   10977   0.388     63933       0   63933    8462   15259   10930    5536   23747       0     527     165     324      11       5      22    1288     186     335     208     105     453   61421    7886   14127   10712    5425   23271       0     697     224     473       0       0       0       0     255      78     177       0       0       0       0     442     146     296       0       0       0       0       0     746
 2017 143   194   26669   0.951   10977   0.388   27360   0.975   10977   0.388     63929       0   63929    8460   15256   10930    5536   23746       0     528     165     325      11       5      22    1289     187     336     208     105     453   61421    7886   14127   10711    5425   23271       0     691     222     469       0       0       0       0     249      76     173       0       0       0       0     441     146     295       0       0       0       0       0     750
 2017 144   195   26671   0.951   10977   0.388   27356   0.975   10977   0.388     63925       0   63925    8459   15254   10930    5536   23746       0     529     165     326      11       5      22    1291     188     337     208     105     453   61420    7886   14127   10711    5425   23271       0     685     220     465       0       0       0       0     245      74     170       0       0       0       0     441     146     295       0       0       0       0       0     753
 2017 145   196   26673   0.951   10977   0.388   27353   0.975   10977   0.388     63922       0   63922    8458   15252   10930    5536   23746       0     530     165     326      11       5      22    1292     188     337     208     105     453   61420    7886   14127   10711    5425   23271       0     680     219     462       0       0       0       0     240      73     167       0       0       0       0     440     146     294       0       0       0       0       0     756
 2017 146   197   26675   0.951   10977   0.388   27351   0.975   10977   0.388     63920       0   63920    8457   15250   10930    5536   23746       0     530     166     327      11       5      22    1293     188     338     208     105     453   61420    7886   14127   10711    5425   23271       0     676     217     459       0       0       0       0     237      72     165       0       0       0       0     439     145     294       0       0       0       0       0     759
 2017 147   198   26676   0.951   10977   0.388   27348   0.975   10977   0.388     63916       0   63916    8456   15248   10930    5536   23746       0     531     166     327      11       5      22    1295     189     339     208     105     453   61420    7886   14127   10711    5425   23271       0     672     216     456       0       0       0       0     233      71     162       0       0       0       0     439     145     294       0       0       0       0       0     762
 2017 148   199   26678   0.951   10977   0.388   27345   0.975   10977   0.388     63913       0   63913    8455   15246   10930    5536   23746       0     531     166     327      11       5      22    1296     189     340     208     105     453   61419    7886   14127   10711    5425   23271       0     666     214     452       0       0       0       0     228      69     159       0       0       0       0     438     145     293       0       0       0       0       0     766
 2017 149   200   26680   0.951   10977   0.388   27342   0.975   10977   0.388     63910       0   63910    8454   15244   10930    5536   23746       0     532     166     328      11       5      22    1297     190     341     208     105     453   61419    7886   14126   10711    5425   23271       0     662     212     449       0       0       0       0     224      68     157       0       0       0       0     437     145     293       0       0       0       0       0     769
 2017 150   201   26682   0.951   10977   0.388   27338   0.975   10977   0.388     63906       0   63906    8453   15242   10930    5536   23746       0     532     166     328      11       5      22    1299     191     342     208     105     453   61419    7886   14126   10711    5425   23271       0     656     210     446       0       0       0       0     219      66     154       0       0       0       0     437     144     292       0       0       0       0       0     772
 2017 151   202   26685   0.951   10977   0.388   27334   0.974   10977   0.388     63902       0   63902    8451   15239   10930    5536   23746       0     533     166     329      11       5      22    1301     191     343     208     105     453   61419    7886   14126   10711    5425   23270       0     649     208     442       0       0       0       0     214      64     150       0       0       0       0     436     144     292       0       0       0       0       0     777
 2017 152   203   26688   0.951   10977   0.388   27329   0.974   10977   0.388     63897       0   63897    8449   15236   10930    5536   23745       0     534     167     329      11       5      22    1303     192     344     208     105     453   61418    7886   14126   10711    5425   23270       0     641     205     437       0       0       0       0     207      61     146       0       0       0       0     434     143     291       0       0       0       0       0     782
 2017 153   204   26691   0.952   10977   0.388   27324   0.974   10977   0.388     63891       0   63891    8447   15233   10930    5536   23745       0     534     167     330      11       5      22    1306     193     346     208     105     453   61418    7886   14126   10711    5425   23270       0     633     202     431       0       0       0       0     200      59     141       0       0       0       0     433     143     290       0       0       0       0       0     787
 2017 154   205   26693   0.952   10977   0.388   27319   0.974   10977   0.388     63886       0   63886    8446   15230   10930    5536   23745       0     535     167     330      11       5      22    1308     194     347     208     105     453   61417    7886   14126   10711    5425   23270       0     625     199     426       0       0       0       0     193      57     136       0       0       0       0     432     143     289       0       0       0       0       0     793
 2017 155   206   26696   0.952   10977   0.388   27314   0.974   10977   0.388     63881       0   63881    8444   15226   10930    5536   23745       0     535     167     331      11       5      22    1311     195     349     208     105     453   61417    7886   14126   10711    5425   23270       0     617     197     420       0       0       0       0     186      55     131       0       0       0       0     431     142     289       0       0       0       0       0     798
 2017 156   207   26699   0.952   10977   0.388   27308   0.974   10977   0.388     63875       0   63875    8443   15222   10930    5535   23745       0     536     167     331      11       5      22    1314     196     351     208     106     453   61417    7886   14126   10711    5425   23270       0     609     195     414       0       0       0       0     179      53     126       0       0       0       0     429     142     288       0       0       0       0       0     804
 2017 157   208   26703   0.952   10977   0.388   27302   0.973   10977   0.388     63869       0   63869    8441   15218   10930    5535   23745       0     536     167     332      11       5      22    1317     197     353     208     106     453   61416    7885   14126   10711    5425   23270       0     600     192     407       0       0       0       0     172      51     121       0       0       0       0     428     141     287       0       0       0       0       0     810
 2017 158   209   26706   0.952   10977   0.388   27296   0.973   10977   0.388     63862       0   63862    8440   15213   10929    5535   23744       0     536     167     332      11       5      22    1321     198     356     208     106     453   61416    7885   14126   10711    5425   23269       0     590     190     400       0       0       0       0     164      49     115       0       0       0       0     426     141     285       0       0       0       0       0     816
 2017 159   210   26710   0.952   10976   0.388   27290   0.973   10976   0.388     63855       0   63855    8438   15209   10929    5535   23744       0     536     167     332      11       5      22    1324     199     358     208     106     453   61415    7885   14126   10711    5424   23269       0     580     187     393       0       0       0       0     155      47     109       0       0       0       0     425     140     284       0       0       0       0       0     823
 2017 160   211   26713   0.952   10976   0.388   27284   0.973   10976   0.388     63849       0   63849    8436   15204   10929    5535   23744       0     536     166     332      10       5      22    1328     200     361     208     106     453   61414    7885   14125   10710    5424   23269       0     571     185     386       0       0       0       0     148      45     103       0       0       0       0     423     140     283       0       0       0       0       0     830
 2017 161   212   26716   0.952   10976   0.388   27278   0.972   10976   0.388     63843       0   63843    8435   15200   10929    5535   23744       0     536     166     332      10       5      22    1331     201     363     208     106     453   61414    7885   14125   10710    5424   23269       0     563     182     380       0       0       0       0     141      43      98       0       0       0       0     421     139     282       0       0       0       0       0     835
 2017 162   213   26718   0.953   10976   0.388   27273   0.972   10976   0.388     63838       0   63838    8433   15197   10929    5535   23744       0     535     166     332      10       5      22    1334     202     365     208     106     453   61413    7885   14125   10710    5424   23269       0     555     180     375       0       0       0       0     135      41      94       0       0       0       0     420     139     281       0       0       0       0       0     841
 2017 163   214   26721   0.953   10976   0.388   27268   0.972   10976   0.388     63833       0   63833    8432   15194   10929    5535   23744       0     535     166     331      10       5      22    1338     203     367     208     106     453   61413    7885   14125   10710    5424   23268       0     548     178     370       0       0       0       0     129      39      90       0       0       0       0     418     138     280       0       0       0       0       0     846
 2017 164   215   26723   0.953   10976   0.388   27263   0.972   10976   0.388     63828       0   63828    8430   15190   10929    5535   23743       0     534     165     331      10       5      22    1341     204     370     208     106     453   61412    7885   14125   10710    5424   23268       0     540     176     365       0       0       0       0     124      38      86       0       0       0       0     417     138     279       0       0       0       0       0     851
 2017 165   216   26725   0.953   10976   0.388   27258   0.972   10976   0.388     63822       0   63822    8428   15187   10929    5535   23743       0     533     165     330      10       5      22    1344     205     372     208     106     453   61412    7885   14125   10710    5424   23268       0     533     173     360       0       0       0       0     118      36      82       0       0       0       0     415     137     278       0       0       0       0       0     857
 2017 166   217   26728   0.953   10976   0.388   27253   0.972   10976   0.388     63816       0   63816    8427   15183   10929    5535   23743       0     532     165     330      10       5      22    1348     206     374     208     106     453   61411    7885   14125   10710    5424   23268       0     525     171     354       0       0       0       0     112      34      78       0       0       0       0     413     137     277       0       0       0       0       0     862
 2017 167   218   26730   0.953   10976   0.388   27248   0.971   10976   0.388     63811       0   63811    8425   15180   10928    5535   23743       0     531     164     329      10       5      22    1352     208     377     208     106     453   61410    7885   14125   10710    5424   23268       0     517     168     349       0       0       0       0     106      32      74       0       0       0       0     412     136     275       0       0       0       0       0     868
 2017 168   219   26733   0.953   10975   0.388   27242   0.971   10975   0.388     63805       0   63805    8424   15175   10928    5535   23742       0     529     164     328      10       5      22    1357     209     380     208     106     453   61410    7885   14124   10709    5424   23267       0     509     166     343       0       0       0       0     100      31      69       0       0       0       0     409     136     274       0       0       0       0       0     875
 2017 169   220   26735   0.953   10975   0.388   27238   0.971   10975   0.388     63800       0   63800    8422   15173   10928    5535   23742       0     528     163     327      10       5      22    1360     210     382     208     106     453   61409    7885   14124   10709    5424   23267       0     503     164     339       0       0       0       0      95      29      66       0       0       0       0     408     135     273       0       0       0       0       0     879
 2017 170   221   26736   0.953   10975   0.388   27234   0.971   10975   0.388     63796       0   63796    8421   15171   10928    5535   23742       0     527     163     327      10       5      22    1363     211     384     208     106     453   61409    7885   14124   10709    5424   23267       0     498     163     336       0       0       0       0      92      28      64       0       0       0       0     407     135     272       0       0       0       0       0     883
 2017 171   222   26737   0.953   10975   0.388   27231   0.971   10975   0.388     63793       0   63793    8420   15168   10928    5535   23742       0     526     162     326      10       5      22    1366     212     386     208     106     453   61408    7885   14124   10709    5424   23267       0     494     161     333       0       0       0       0      88      27      61       0       0       0       0     405     134     271       0       0       0       0       0     887
 2017 172   223   26739   0.953   10975   0.388   27228   0.971   10975   0.388     63790       0   63790    8419   15166   10928    5535   23742       0     524     162     325      10       5      22    1368     213     388     208     106     454   61408    7884   14124   10709    5424   23266       0     489     160     329       0       0       0       0      85      26      59       0       0       0       0     404     134     270       0       0       0       0       0     890
 2017 173   224   26740   0.953   10975   0.388   27225   0.971   10975   0.388     63786       0   63786    8418   15164   10928    5535   23741       0     523     161     324      10       5      22    1371     214     389     208     106     454   61407    7884   14124   10709    5424   23266       0     485     158     327       0       0       0       0      82      25      57       0       0       0       0     403     133     270       0       0       0       0       0     894
 2017 174   225   26741   0.953   10975   0.388   27223   0.971   10975   0.388     63784       0   63784    8417   15163   10928    5535   23741       0     522     161     324      10       5      22    1373     215     391     208     106     454   61407    7884   14124   10709    5424   23266       0     482     157     324       0       0       0       0      80      24      55       0       0       0       0     402     133     269       0       0       0       0       0     897
 2017 175   226   26742   0.953   10975   0.388   27220   0.970   10975   0.388     63781       0   63781    8416   15161   10928    5535   23741       0     521     160     323      10       5      22    1376     216     392     208     106     454   61406    7884   14124   10709    5424   23266       0     479     156     322       1       0       0       0      78      23      54       0       0       0       0     401     133     268       0       0       0       0       0     900
 2017 176   227   26743   0.953   10975   0.388   27218   0.970   10975   0.388     63779       0   63779    8416   15160   10928    5535   23741       0     520     160     322      10       5      22    1378     216     394     208     106     454   61406    7884   14124   10709    5424   23266       0     476     155     320       1       0       0       0      76      23      52       0       0       0       0     400     132     268       0       0       0       0       0     902
 2017 177   228   26744   0.953   10975   0.388   27216   0.970   10975   0.388     63777       0   63777    8415   15158   10928    5535   23741       0     518     160     321      10       5      22    1380     217     395     208     106     454   61405    7884   14124   10709    5424   23266       0     473     154     318       1       0       0       0      73      22      51       1       0       0       0     399     132     267       0       0       0       0       0     905
 2017 178   229   26745   0.953   10975   0.388   27213   0.970   10976   0.388     63774       0   63774    8414   15156   10928    5535   23741       0     517     159     321      10       5      22    1383     218     397     209     106     454   61405    7884   14124   10709    5423   23265       0     469     152     316       1       1       0       0      71      21      49       1       0       0       0     398     131     266       0       0       0       0       0     908
 2017 179   230   26746   0.954   10975   0.388   27211   0.970   10976   0.388     63772       0   63772    8413   15155   10929    5535   23740       0     515     158     320      10       5      22    1385     219     398     209     106     454   61405    7884   14123   10709    5423   23265       0     466     151     313       1       1       0       0      69      20      48       1       1       0       0     397     131     266       0       0       0       0       0     911
 2017 180   231   26747   0.954   10974   0.388   27208   0.970   10976   0.388     63770       0   63770    8412   15153   10929    5535   23740       0     514     158     319      10       5      22    1388     220     400     209     106     454   61404    7884   14123   10708    5423   23265       0     463     150     311       1       1       0       0      67      19      46       1       1       0       0     396     131     265       0       0       0       0       0     914
